polygon-label,a,b,c
38,4,0,5
38,4,1,0
38,4,8,5
38,4,1,8
38,9,6,0
38,9,1,0
38,9,1,6
39,7,3,4
39,5,3,8
39,6,3,4
39,6,0,4
39,6,0,3
39,1,5,8
39,1,0,3
39,1,5,3
39,2,7,4
39,2,0,4
39,2,1,0
39,2,1,8
39,2,3,8
39,2,7,3
40,1,6,8
40,13,12,7
40,13,6,7
40,3,1,12
40,0,6,8
40,0,13,6
40,0,13,12
40,0,14,8
40,11,12,7
40,11,3,12
40,9,1,6
40,9,3,1
40,9,6,7
40,9,11,7
40,9,11,3
40,10,1,12
40,5,0,12
40,5,0,14
40,5,10,12
40,5,10,14
40,2,10,1
40,2,10,14
40,2,1,8
40,2,14,8
41,3,2,4
41,3,0,4
41,3,2,8
41,6,2,4
41,6,2,8
41,6,0,4
41,6,0,8
41,1,0,8
41,1,3,8
41,1,3,0
42,8,4,5
42,7,4,5
42,7,12,4
42,11,12,6
42,11,12,4
42,9,12,6
42,9,8,6
42,9,8,5
42,3,8,4
42,3,11,4
42,3,8,6
42,3,11,6
42,0,9,5
42,0,9,12
42,0,7,5
42,0,7,12
43,7,5,8
43,6,5,8
43,6,2,8
43,6,2,5
43,11,13,9
43,11,13,2
43,11,5,9
43,11,2,5
43,3,13,2
43,12,5,9
43,12,7,5
43,12,13,9
43,12,7,13
43,1,2,8
43,1,3,8
43,1,3,2
43,4,3,8
43,10,7,13
43,10,3,13
43,10,4,3
43,10,7,8
43,10,4,8
44,5,6,15
44,7,6,15
44,7,10,6
44,8,10,6
44,8,9,13
44,8,9,10
44,3,9,10
44,3,5,9
44,12,7,15
44,12,7,10
44,12,3,15
44,12,3,10
44,2,5,15
44,2,3,15
44,2,3,5
44,0,14,6
44,0,8,13
44,0,8,6
44,11,14,5
44,11,9,13
44,11,5,9
44,1,5,6
44,1,14,6
44,1,14,5
44,4,0,13
44,4,0,14
44,4,11,13
44,4,11,14
45,10,5,6
45,10,5,11
45,7,1,4
45,7,12,4
45,7,12,5
45,3,5,11
45,3,12,5
45,3,12,4
45,9,7,6
45,9,7,1
45,8,1,11
45,8,10,11
45,8,9,1
45,8,10,6
45,8,9,6
45,13,5,6
45,13,7,6
45,13,7,5
45,0,3,4
45,0,3,11
45,0,1,4
45,0,1,11
46,4,6,3
46,2,4,0
46,7,6,3
46,7,4,0
46,7,4,6
46,1,7,3
46,1,2,0
46,1,7,0
46,5,1,3
46,5,1,2
46,5,4,3
46,5,2,4
47,6,3,1
47,2,8,0
47,2,6,0
47,7,6,0
47,7,6,3
47,7,8,0
47,7,3,8
47,4,2,1
47,4,2,8
47,4,3,1
47,4,3,8
47,9,6,1
47,9,2,1
47,9,2,6
48,8,7,1
48,10,7,12
48,9,10,12
48,3,8,1
48,0,9,12
48,0,9,8
48,0,7,12
48,0,8,7
48,5,11,1
48,5,3,1
48,5,9,8
48,5,3,8
48,6,9,10
48,6,11,1
48,6,7,1
48,6,10,7
48,4,6,9
48,4,6,11
48,4,5,9
48,4,5,11
49,11,6,2
49,13,2,12
49,5,11,0
49,5,13,0
49,5,13,12
49,4,11,6
49,4,6,2
49,4,5,12
49,4,5,11
49,1,11,0
49,1,11,2
49,1,13,0
49,1,13,2
49,3,2,12
49,3,4,12
49,3,4,2
50,6,7,4
50,6,0,4
50,6,0,1
50,5,7,4
50,5,0,4
50,5,0,7
50,3,6,1
50,3,6,7
50,3,0,1
50,3,0,7
51,7,1,3
51,5,1,3
51,5,8,3
51,10,7,9
51,10,8,7
51,11,7,3
51,11,8,3
51,11,8,7
51,6,5,1
51,6,7,9
51,6,7,1
51,4,5,8
51,4,10,8
51,4,10,9
51,0,6,9
51,0,6,5
51,0,4,9
51,0,4,5
52,11,2,10
52,1,2,7
52,5,2,7
52,12,11,10
52,0,11,2
52,0,5,2
52,0,11,7
52,0,5,7
52,4,12,10
52,4,12,1
52,4,2,10
52,4,1,2
52,9,1,7
52,9,11,7
52,9,12,11
52,8,12,1
52,8,9,1
52,8,9,12
53,8,7,12
53,8,5,12
53,0,5,12
53,0,1,5
53,11,1,7
53,11,1,5
53,2,8,4
53,2,8,7
53,2,11,4
53,2,11,7
53,6,8,4
53,6,8,5
53,6,11,4
53,6,11,5
53,9,7,12
53,9,0,12
53,9,1,7
53,9,0,1
54,1,2,7
54,1,2,9
54,0,2,7
54,0,2,9
54,0,8,9
54,4,0,7
54,5,8,9
54,5,4,8
54,5,1,7
54,5,4,7
54,3,0,8
54,3,4,8
54,3,4,0
54,6,1,9
54,6,5,9
54,6,5,1
55,2,13,5
55,2,7,5
55,2,13,11
55,2,7,11
55,10,13,5
55,10,3,13
55,9,13,11
55,9,3,11
55,9,3,13
55,14,7,5
55,14,7,11
55,14,3,11
55,15,14,5
55,15,14,3
55,15,10,5
55,15,10,3
56,13,6,12
56,13,1,12
56,10,6,9
56,10,0,9
56,10,0,6
56,4,0,9
56,4,0,1
56,3,1,12
56,11,6,9
56,11,13,9
56,11,13,6
56,8,13,9
56,8,13,1
56,8,4,9
56,8,4,1
56,2,0,1
56,2,3,1
56,5,2,0
56,5,2,3
56,5,3,12
56,5,6,12
56,5,0,6
57,9,1,7
57,3,1,7
57,4,3,0
57,6,3,0
57,6,3,1
57,12,2,1
57,12,6,0
57,12,6,1
57,8,9,1
57,8,2,1
57,11,3,7
57,11,9,7
57,11,4,9
57,5,12,2
57,5,8,2
57,5,12,0
57,5,4,0
57,5,4,9
57,5,8,9
57,13,4,3
57,13,11,3
57,13,11,4
58,5,0,3
58,7,0,13
58,4,5,3
58,4,6,5
58,4,12,6
58,10,0,13
58,10,12,13
58,10,12,0
58,2,0,3
58,2,12,0
58,15,9,13
58,15,9,6
58,15,12,13
58,15,12,6
58,14,6,5
58,14,9,6
58,14,5,0
58,14,7,0
58,14,7,13
58,14,9,13
58,11,4,3
58,11,2,3
58,11,4,12
58,11,2,12
59,7,5,0
59,2,11,3
59,2,7,0
59,2,11,7
59,15,5,0
59,15,10,5
59,15,2,10
59,8,7,5
59,8,11,7
59,8,11,3
59,8,10,3
59,8,10,5
59,6,2,3
59,1,15,0
59,1,15,2
59,12,2,10
59,12,6,2
59,12,10,3
59,12,6,3
59,14,2,0
59,14,1,0
59,14,1,2
60,8,14,15
60,8,14,9
60,13,14,15
60,13,14,3
60,10,3,9
60,10,14,9
60,10,14,3
60,6,3,9
60,6,0,3
60,6,8,9
60,1,8,15
60,11,13,15
60,11,13,3
60,11,0,15
60,11,0,3
60,5,0,15
60,5,1,15
60,5,6,0
60,5,6,8
60,12,1,8
60,12,5,8
60,12,5,1
61,1,10,11
61,1,8,11
61,6,10,13
61,5,10,13
61,5,1,10
61,12,1,8
61,12,6,13
61,12,6,8
61,9,8,11
61,9,6,10
61,14,12,13
61,14,12,1
61,14,5,13
61,14,5,1
61,3,6,8
61,3,9,8
61,3,9,6
61,2,10,11
61,2,9,11
61,2,9,10
62,0,2,4
62,5,2,4
62,7,0,4
62,7,0,3
62,7,5,4
62,7,10,3
62,7,5,10
62,9,2,3
62,9,0,3
62,9,0,2
62,6,5,2
62,6,5,10
62,6,2,3
62,6,10,3
63,2,12,0
63,2,8,1
63,2,8,12
63,7,12,4
63,7,8,4
63,7,8,12
63,5,6,0
63,5,12,4
63,5,12,0
63,13,8,4
63,13,8,1
63,13,6,1
63,14,2,1
63,14,2,0
63,14,6,1
63,14,6,0
63,10,5,4
63,10,5,6
63,10,13,4
63,10,13,6
64,3,4,2
64,12,4,2
64,5,3,4
64,5,3,7
64,5,4,8
64,5,7,8
64,1,6,13
64,1,12,4
64,1,12,13
64,1,4,8
64,1,6,8
64,10,6,13
64,10,3,7
64,10,12,13
64,11,6,8
64,11,10,6
64,11,7,8
64,14,12,2
64,14,10,12
64,14,3,2
64,14,10,3
64,15,10,7
64,15,11,7
64,15,11,10
65,1,5,4
65,7,6,3
65,7,1,3
65,7,1,4
65,0,6,3
65,0,5,6
65,0,1,3
65,0,1,5
65,2,7,4
65,2,7,6
65,2,5,4
65,2,5,6
66,4,8,10
66,4,2,5
66,12,2,5
66,6,12,5
66,6,4,5
66,6,4,8
66,1,8,10
66,1,12,10
66,1,6,8
66,1,6,12
66,9,12,10
66,9,12,2
66,9,4,10
66,9,4,2
67,0,11,4
67,10,14,4
67,10,0,4
67,10,0,14
67,3,14,8
67,3,0,14
67,3,11,8
67,13,14,4
67,9,14,8
67,9,11,8
67,9,2,11
67,9,13,14
67,9,13,2
67,12,0,11
67,12,3,11
67,12,3,0
67,6,13,2
67,6,2,11
67,7,11,4
67,7,6,11
67,7,13,4
67,7,6,13
68,4,6,11
68,0,8,13
68,0,6,11
68,5,4,6
68,5,0,6
68,5,0,8
68,1,4,13
68,1,8,3
68,1,8,13
68,12,4,11
68,12,4,13
68,12,0,11
68,12,0,13
68,14,5,4
68,14,1,3
68,14,1,4
68,9,14,3
68,9,14,5
68,9,8,3
68,9,5,8
69,5,3,6
69,0,3,6
69,0,4,6
69,0,4,3
69,9,4,3
69,2,5,6
69,2,5,10
69,2,8,6
69,2,8,10
69,12,3,11
69,12,5,3
69,12,8,11
69,12,8,10
69,12,5,10
69,1,3,11
69,1,9,3
69,1,8,11
69,1,9,4
69,1,8,6
69,1,4,6
70,3,2,4
70,3,8,4
70,7,2,4
70,7,2,1
70,7,8,4
70,10,2,1
70,9,7,1
70,9,7,8
70,5,3,8
70,5,9,8
70,0,5,3
70,0,10,1
70,0,9,1
70,0,5,9
70,0,3,2
70,0,10,2
71,0,1,9
71,3,2,7
71,3,2,9
71,3,0,7
71,3,0,9
71,6,2,7
71,6,0,7
71,4,1,9
71,4,2,9
71,4,2,1
71,5,2,1
71,5,6,2
71,5,0,1
71,5,6,0
72,5,3,10
72,0,12,10
72,0,3,11
72,9,12,11
72,9,5,11
72,9,5,12
72,2,3,11
72,2,5,11
72,2,5,3
72,7,12,10
72,7,5,10
72,7,5,12
72,1,12,11
72,1,0,11
72,1,0,12
72,8,3,10
72,8,0,10
72,8,0,3
73,3,1,4
73,8,7,4
73,8,3,4
73,8,3,1
73,6,1,4
73,2,7,4
73,2,6,4
73,5,2,7
73,5,2,6
73,5,8,7
73,5,8,1
73,5,6,1
74,7,8,3
74,7,0,3
74,5,8,3
74,5,0,3
74,6,8,1
74,6,0,1
74,6,5,8
74,6,5,0
74,4,8,1
74,4,7,8
74,4,0,1
74,4,7,0
75,0,12,10
75,9,12,1
75,5,12,1
75,5,0,1
75,5,0,12
75,2,12,10
75,3,0,1
75,3,9,1
75,11,9,12
75,11,2,12
75,11,2,9
75,4,0,10
75,8,3,0
75,8,4,0
75,8,4,3
75,7,4,3
75,7,2,9
75,7,3,9
75,7,2,10
75,7,4,10
76,11,8,9
76,5,11,9
76,6,5,9
76,2,8,9
76,2,6,9
76,3,2,8
76,3,2,6
76,1,5,0
76,1,4,0
76,1,4,5
76,10,5,11
76,10,4,5
76,10,4,0
76,10,8,0
76,10,11,8
76,7,3,6
76,7,5,0
76,7,6,5
76,7,8,0
76,7,3,8
77,3,9,8
77,5,2,6
77,5,3,8
77,5,3,6
77,7,9,8
77,0,3,6
77,0,3,9
77,0,7,9
77,4,5,8
77,4,5,2
77,4,7,8
77,4,7,2
77,1,0,6
77,1,0,7
77,1,2,6
77,1,7,2
78,0,5,11
78,8,5,11
78,3,0,9
78,3,0,5
78,4,0,11
78,4,0,9
78,4,8,2
78,10,8,11
78,10,8,2
78,10,4,2
78,6,4,9
78,6,4,8
78,6,3,9
78,6,8,5
78,6,3,5
78,1,4,11
78,1,10,11
78,1,10,4
79,12,9,4
79,6,7,11
79,6,10,11
79,6,10,7
79,5,9,10
79,8,7,11
79,8,12,7
79,8,12,9
79,8,10,11
79,8,9,10
79,3,10,7
79,3,5,10
79,0,9,4
79,0,5,4
79,0,5,9
79,2,3,7
79,2,3,5
79,2,5,4
79,2,12,4
79,2,12,7
80,5,8,9
80,5,8,3
80,7,0,9
80,7,8,9
80,4,0,9
80,4,5,9
80,4,5,0
80,1,5,3
80,1,5,0
80,6,8,3
80,6,1,3
80,2,1,0
80,2,6,1
80,2,7,0
80,2,7,8
80,2,6,8
81,10,6,2
81,12,11,0
81,5,11,0
81,5,11,2
81,5,10,2
81,8,11,2
81,8,12,11
81,8,6,2
81,8,12,6
81,7,4,0
81,7,12,0
81,7,12,6
81,3,10,6
81,3,4,10
81,3,7,6
81,3,7,4
81,9,4,0
81,9,5,0
81,9,4,10
81,9,5,10
82,2,11,14
82,0,11,10
82,9,11,10
82,9,2,11
82,7,11,14
82,7,0,14
82,7,0,11
82,4,2,14
82,4,0,14
82,4,12,2
82,4,0,12
82,6,8,0
82,6,8,1
82,3,9,10
82,3,8,1
82,3,0,10
82,3,8,0
82,13,9,2
82,13,12,2
82,13,3,9
82,13,3,1
82,13,6,1
82,13,0,12
82,13,6,0
83,3,12,4
83,3,12,10
83,1,12,4
83,1,12,10
83,0,3,10
83,7,1,10
83,7,0,10
83,7,0,3
83,8,7,1
83,8,1,4
83,8,7,3
83,8,3,4
84,6,9,10
84,3,9,10
84,3,5,10
84,8,5,10
84,8,6,10
84,7,1,9
84,7,1,5
84,0,6,9
84,0,1,9
84,0,8,6
84,0,8,1
84,2,1,5
84,2,8,5
84,2,8,1
84,4,7,9
84,4,7,5
84,4,3,9
84,4,3,5
85,6,5,3
85,1,5,2
85,1,5,3
85,1,6,3
85,7,6,5
85,0,5,2
85,0,7,5
85,4,1,6
85,4,7,6
85,4,0,7
85,4,1,2
85,4,0,2
86,4,3,1
86,2,7,6
86,2,3,6
86,2,3,1
86,0,7,6
86,9,3,6
86,9,4,3
86,9,0,6
86,9,4,7
86,9,0,7
86,8,4,7
86,8,2,7
86,8,4,1
86,8,2,1
87,0,5,8
87,4,2,1
87,14,5,8
87,14,12,8
87,14,2,5
87,14,4,2
87,14,4,12
87,6,0,5
87,6,2,1
87,6,2,5
87,11,4,12
87,11,4,3
87,10,3,0
87,10,6,1
87,10,6,0
87,10,4,1
87,10,4,3
87,9,0,8
87,9,3,8
87,9,3,0
87,7,3,8
87,7,11,3
87,7,12,8
87,7,11,12
88,7,9,0
88,6,9,0
88,6,9,1
88,3,9,1
88,3,12,9
88,13,12,9
88,13,7,9
88,13,7,12
88,4,6,0
88,10,6,1
88,10,3,1
88,10,3,12
88,5,10,12
88,5,7,12
88,5,4,0
88,5,7,0
88,2,10,6
88,2,5,10
88,2,4,6
88,2,5,4
89,4,1,0
89,4,1,9
89,10,1,0
89,10,8,0
89,5,1,9
89,5,3,9
89,5,3,1
89,11,4,0
89,11,8,0
89,7,3,1
89,7,10,1
89,7,8,3
89,7,10,8
89,6,4,9
89,6,11,4
89,2,11,8
89,2,6,11
89,2,8,3
89,2,3,9
89,2,6,9
90,4,5,8
90,4,5,0
90,4,2,0
90,9,5,0
90,9,2,0
90,9,1,2
90,10,5,8
90,11,4,8
90,11,4,2
90,7,9,5
90,7,9,1
90,3,10,8
90,3,10,1
90,3,11,8
90,3,1,2
90,3,11,2
90,6,10,1
90,6,7,1
90,6,10,5
90,6,7,5
91,9,12,4
91,8,14,4
91,8,14,2
91,8,9,4
91,3,12,4
91,7,14,2
91,7,12,14
91,7,9,2
91,6,8,2
91,1,14,4
91,1,3,4
91,1,3,14
91,0,3,14
91,0,3,12
91,5,9,12
91,5,7,12
91,5,7,9
91,13,8,9
91,13,6,8
91,13,9,2
91,13,6,2
91,11,12,14
91,11,0,14
91,11,0,12
92,0,5,11
92,10,0,5
92,2,5,11
92,2,8,5
92,9,0,11
92,9,0,6
92,9,8,6
92,1,0,6
92,1,10,6
92,1,10,0
92,4,8,5
92,4,10,5
92,4,8,6
92,4,10,6
92,3,2,11
92,3,9,11
92,3,2,8
92,3,9,8
93,6,3,10
93,0,3,8
93,7,6,8
93,1,3,8
93,1,6,8
93,1,6,3
93,2,3,10
93,2,0,3
93,4,0,8
93,4,7,8
93,4,2,0
93,4,2,10
93,4,6,10
93,4,7,6
94,2,1,5
94,2,4,1
94,8,9,5
94,3,9,5
94,3,9,4
94,3,2,5
94,7,8,9
94,7,4,1
94,7,9,4
94,7,1,5
94,7,8,5
94,6,2,4
94,6,3,4
94,6,3,2
95,1,6,3
95,1,6,2
95,0,1,3
95,5,6,2
95,7,1,2
95,7,0,1
95,7,5,2
95,7,5,0
95,4,0,3
95,4,5,0
95,4,6,3
95,4,5,6
96,9,0,6
96,1,0,6
96,2,9,7
96,2,9,0
96,2,1,7
96,5,9,7
96,5,1,7
96,3,1,0
96,3,2,0
96,3,2,1
96,4,1,6
96,4,5,1
96,4,9,6
96,4,5,9
97,9,10,4
97,9,11,4
97,9,11,10
97,1,11,6
97,0,8,6
97,0,11,6
97,0,11,4
97,2,11,10
97,2,1,11
97,2,1,6
97,2,8,6
97,2,8,10
97,3,0,4
97,5,0,8
97,5,3,0
97,5,8,10
97,5,10,4
97,5,3,4
98,7,8,4
98,7,0,4
98,7,0,10
98,5,8,4
98,3,0,4
98,3,2,0
98,3,5,4
98,3,2,8
98,3,5,8
98,9,0,10
98,9,2,0
98,9,8,10
98,9,2,8
98,6,8,10
98,6,7,10
98,6,7,8
99,8,3,1
99,8,3,2
99,12,3,16
99,7,5,2
99,11,5,16
99,11,5,2
99,11,12,16
99,11,3,2
99,11,12,3
99,13,7,5
99,10,13,5
99,4,8,1
99,4,13,1
99,4,13,7
99,4,8,2
99,4,7,2
99,0,5,16
99,0,10,5
99,0,3,16
99,0,10,3
99,14,3,1
99,14,10,3
99,14,13,1
99,14,10,13
100,1,9,2
100,7,1,2
100,0,9,2
100,6,1,9
100,6,0,9
100,6,7,1
100,5,7,2
100,5,0,3
100,5,0,2
100,11,0,3
100,11,6,0
100,11,6,7
100,8,5,3
100,8,5,7
100,8,11,3
100,8,11,7
101,8,6,9
